title,abstract,keywords,year,cleaned
Multifractal Comparison of Billboard and AI-Generated Music,"Musical structure spans nested timescales, from fine-grained
fluctuations to long-range organization. To capture this, we apply
Detrended Fluctuation Analysis (DFA) and Multifractal Detrended
Fluctuation Analysis (MFDFA) to compare human-composed music (Billboard
Top 5 hits, 1950-2024) with AI-generated outputs from Suno, DiffRhythm,
and YuE. While all models capture fractal properties of music,
differences persist. Suno aligns most closely with human music but shows
reduced fine-scale variability. DiffRhythm yields narrower spectra and
lower complexity, while YuE matches large-scale structure yet exhibits
greater small-scale variability. Decade-level analysis shows divergence
is smallest for earlier, more homogeneous eras (1950s-1960s) and
greatest during periods of stylistic diversity and production complexity
(2000s-2020s). We propose integrating fractal descriptors into training
objectives and refining architectures to improve temporal sensitivity,
advancing AI systems toward more structurally representative and
authentic music generation. The code and results can be found at
github.com/zhangkkevin/billboard-ai-fractal-comparison.","Music Structure; Computational Musicology; Generative Models; Fractal
Analysis; Exploratory Metrics; Pattern Discovery",2025,"Multifractal Comparison of Billboard and AI-Generated Music Musical structure spans nested timescales, from fine-grained
fluctuations to long-range organization. To capture this, we apply
Detrended Fluctuation Analysis (DFA) and Multifractal Detrended
Fluctuation Analysis (MFDFA) to compare human-composed music (Billboard
Top 5 hits, 1950-2024) with AI-generated outputs from Suno, DiffRhythm,
and YuE. While all models capture fractal properties of music,
differences persist. Suno aligns most closely with human music but shows
reduced fine-scale variability. DiffRhythm yields narrower spectra and
lower complexity, while YuE matches large-scale structure yet exhibits
greater small-scale variability. Decade-level analysis shows divergence
is smallest for earlier, more homogeneous eras (1950s-1960s) and
greatest during periods of stylistic diversity and production complexity
(2000s-2020s). We propose integrating fractal descriptors into training
objectives and refining architectures to improve temporal sensitivity,
advancing AI systems toward more structurally representative and
authentic music generation. The code and results can be found at
github.com/zhangkkevin/billboard-ai-fractal-comparison. Music Structure; Computational Musicology; Generative Models; Fractal
Analysis; Exploratory Metrics; Pattern Discovery"
"Exploring the Use of Virtual Reality and AI to Create Immersive,
Interactive Music Experiences for Performance, Education, and Therapy","This study investigates the synchronization of real-time music
generation with visual elements in Virtual Reality (VR) environments,
leveraging Artificial Intelligence (AI) to create immersive, interactive
music experiences for performance, education, and therapy. By leveraging
deep learning techniques, specifically Recurrent Neural Networks (RNNs)
and Long Short-Term Memory (LSTM) networks, the study investigates
real-time music generation and synchronization with VR environments. The
optimization of music-visual alignment was achieved through Genetic
Algorithms (GAs), enhancing the overall coherence and responsiveness of
the system. Key findings include significant improvements in user
engagement, learning outcomes, and audience satisfaction in educational
and performance contexts. The system achieved a high degree of musical
coherence, with sequence prediction accuracy of 92.3\% and sub-50ms
latency, providing a seamless VR music experience. Case studies focused
on interactive music education, immersive performance, and personalized
music therapy demonstrated the system's potential in diverse settings,
with improvements in user retention, stress reduction, and overall
satisfaction. This study highlights the transformative potential of
combining VR and AI in music, paving the way for innovative applications
in music education, performance, and therapy. The findings offer a
foundation for future research and development in immersive music
technologies.","Education; Real-time systems; Artificial intelligence; Synchronization;
Virtual reality; Mathematical models; Long short term memory;
Visualization; Solid modeling; Medical treatment; Virtual reality (VR);
artificial intelligence (AI); music education; deep learning; recurrent
neural networks (RNNs); long short-term memory (LSTM); genetic
algorithms (GAs); real-time music generation; immersive music
experiences; music performance and therapy",2025,"Exploring the Use of Virtual Reality and AI to Create Immersive,
Interactive Music Experiences for Performance, Education, and Therapy This study investigates the synchronization of real-time music
generation with visual elements in Virtual Reality (VR) environments,
leveraging Artificial Intelligence (AI) to create immersive, interactive
music experiences for performance, education, and therapy. By leveraging
deep learning techniques, specifically Recurrent Neural Networks (RNNs)
and Long Short-Term Memory (LSTM) networks, the study investigates
real-time music generation and synchronization with VR environments. The
optimization of music-visual alignment was achieved through Genetic
Algorithms (GAs), enhancing the overall coherence and responsiveness of
the system. Key findings include significant improvements in user
engagement, learning outcomes, and audience satisfaction in educational
and performance contexts. The system achieved a high degree of musical
coherence, with sequence prediction accuracy of 92.3\% and sub-50ms
latency, providing a seamless VR music experience. Case studies focused
on interactive music education, immersive performance, and personalized
music therapy demonstrated the system's potential in diverse settings,
with improvements in user retention, stress reduction, and overall
satisfaction. This study highlights the transformative potential of
combining VR and AI in music, paving the way for innovative applications
in music education, performance, and therapy. The findings offer a
foundation for future research and development in immersive music
technologies. Education; Real-time systems; Artificial intelligence; Synchronization;
Virtual reality; Mathematical models; Long short term memory;
Visualization; Solid modeling; Medical treatment; Virtual reality (VR);
artificial intelligence (AI); music education; deep learning; recurrent
neural networks (RNNs); long short-term memory (LSTM); genetic
algorithms (GAs); real-time music generation; immersive music
experiences; music performance and therapy"
"Electroacoustic Music Learning Experience Through AI-based Digital
Installations: ARTECOM, an ongoing Project dedicated to Teenagers","Advancements in digital technologies based on Artificial Intelligence
(AI) have made music a constant presence in teenagers' lives, providing
them with a means of creative expression and personality shaping. Among
the most significant musical activities for promoting teenagers'
wellbeing is the ability to actively create and modify musical tracks,
particularly in the field of electroacoustic music, which integrates
both acoustic and electronic sounds. However, current AI-based digital
technologies for electroacoustic music creation often lack dedicated
learning paths, and they are targeted only at experts, limiting their
accessibility. The ARTECOM project was conceived to address these
issues, aiming to develop AI-based digital installations in strategic
urban locations to encourage even non-expert teenagers, especially those
facing economic and social barriers to art access, to engage in
electroacoustic music creation. This paper presents the initial steps of
the project, including a preliminary study on profiling the target
participants and their context of use.","Artificial Intelligence; Big Five Theory; Electroacoustic Music;
Inclusivity; Personality; Technology Enhancing Learning; Teenagers",2025,"Electroacoustic Music Learning Experience Through AI-based Digital
Installations: ARTECOM, an ongoing Project dedicated to Teenagers Advancements in digital technologies based on Artificial Intelligence
(AI) have made music a constant presence in teenagers' lives, providing
them with a means of creative expression and personality shaping. Among
the most significant musical activities for promoting teenagers'
wellbeing is the ability to actively create and modify musical tracks,
particularly in the field of electroacoustic music, which integrates
both acoustic and electronic sounds. However, current AI-based digital
technologies for electroacoustic music creation often lack dedicated
learning paths, and they are targeted only at experts, limiting their
accessibility. The ARTECOM project was conceived to address these
issues, aiming to develop AI-based digital installations in strategic
urban locations to encourage even non-expert teenagers, especially those
facing economic and social barriers to art access, to engage in
electroacoustic music creation. This paper presents the initial steps of
the project, including a preliminary study on profiling the target
participants and their context of use. Artificial Intelligence; Big Five Theory; Electroacoustic Music;
Inclusivity; Personality; Technology Enhancing Learning; Teenagers"
"Flow, Psychological Needs, and Behavioral Intention in AI-Assisted
Learning: Evidence From Music Education","This study investigates how flow experience influences students'
intention to continue using AI-assisted learning tools, with a focus on
the mediating role of three basic psychological needs (autonomy,
competence, and relatedness) as conceptualized by Self-Determination
Theory (SDT). Drawing on data from 941 university-level music students
who had experience using AI-supported music learning platforms, the
study employed structural equation modeling (SEM) to test a hypothesized
motivation pathway. Results revealed that flow did not directly predict
behavioral intention, but its effects were transmitted indirectly
through autonomy and relatedness. Competence, however, did not
significantly mediate the relationship. These findings suggest that
learners' engagement with AI systems is sustained not merely by
momentary immersion but by the satisfaction of deeper psychological
needs. The study extends motivational theories in the field of
AI-supported education and offers practical guidance for designing
psychologically supportive intelligent learning systems.","AI-assisted learning; basic psychological needs; behavioral intention;
flow experience; music education; self-determination theory",2025,"Flow, Psychological Needs, and Behavioral Intention in AI-Assisted
Learning: Evidence From Music Education This study investigates how flow experience influences students'
intention to continue using AI-assisted learning tools, with a focus on
the mediating role of three basic psychological needs (autonomy,
competence, and relatedness) as conceptualized by Self-Determination
Theory (SDT). Drawing on data from 941 university-level music students
who had experience using AI-supported music learning platforms, the
study employed structural equation modeling (SEM) to test a hypothesized
motivation pathway. Results revealed that flow did not directly predict
behavioral intention, but its effects were transmitted indirectly
through autonomy and relatedness. Competence, however, did not
significantly mediate the relationship. These findings suggest that
learners' engagement with AI systems is sustained not merely by
momentary immersion but by the satisfaction of deeper psychological
needs. The study extends motivational theories in the field of
AI-supported education and offers practical guidance for designing
psychologically supportive intelligent learning systems. AI-assisted learning; basic psychological needs; behavioral intention;
flow experience; music education; self-determination theory"
"Wearable Music2Emotion: Assessing Emotions Induced by AI-Generated Music
through Portable EEG-fNIRS Fusion","Emotions critically influence mental health, driving interest in
music-based affective computing via neurophysiological signals with
Brain-computer Interface techniques. While prior studies leverage
music's accessibility for emotion induction, three key limitations
persist: (1) Stimulus Constraints: Music stimuli are confined to small
corpora due to copyright and curation costs, with selection biases from
heuristic emotion-music mappings that ignore individual affective
profiles. (2) Modality Specificity: Overreliance on unimodal neural data
(e.g., EEG) ignores complementary insights from cross-modal signal
fusion. (3) Portability Limitation: Cumbersome setups (e.g., 64+ channel
gel-based EEG caps) hinder real-world applicability due to procedural
complexity and portability barriers. To address these limitations, we
propose MEEt-Brain, a portable and multimodal framework for emotion
analysis (valence/arousal), integrating AI-generated music stimuli with
synchronized EEG-fNIRS acquisition via a wireless headband. By
MEEtBrain, the music stimuli can be automatically generated by AI on a
large scale, eliminating subjective selection biases while ensuring
music diversity. We use our developed portable device that is designed
in a lightweight headband-style and uses dry electrodes, to
simultaneously collect EEG and fNIRS recordings. A 14-hour dataset from
20 participants was collected in the first recruitment to validate the
framework's efficacy, with AI-generated music eliciting target emotions
(valence/arousal). We are actively expanding our multi-modal dataset (44
participants in the latest dataset) and make it publicly available to
promote further research and practical applications. The dataset is
available at https://zju-bmi-lab.github.io/ZBra.",Music-induced emotion; EEG; fNIRS,2025,"Wearable Music2Emotion: Assessing Emotions Induced by AI-Generated Music
through Portable EEG-fNIRS Fusion Emotions critically influence mental health, driving interest in
music-based affective computing via neurophysiological signals with
Brain-computer Interface techniques. While prior studies leverage
music's accessibility for emotion induction, three key limitations
persist: (1) Stimulus Constraints: Music stimuli are confined to small
corpora due to copyright and curation costs, with selection biases from
heuristic emotion-music mappings that ignore individual affective
profiles. (2) Modality Specificity: Overreliance on unimodal neural data
(e.g., EEG) ignores complementary insights from cross-modal signal
fusion. (3) Portability Limitation: Cumbersome setups (e.g., 64+ channel
gel-based EEG caps) hinder real-world applicability due to procedural
complexity and portability barriers. To address these limitations, we
propose MEEt-Brain, a portable and multimodal framework for emotion
analysis (valence/arousal), integrating AI-generated music stimuli with
synchronized EEG-fNIRS acquisition via a wireless headband. By
MEEtBrain, the music stimuli can be automatically generated by AI on a
large scale, eliminating subjective selection biases while ensuring
music diversity. We use our developed portable device that is designed
in a lightweight headband-style and uses dry electrodes, to
simultaneously collect EEG and fNIRS recordings. A 14-hour dataset from
20 participants was collected in the first recruitment to validate the
framework's efficacy, with AI-generated music eliciting target emotions
(valence/arousal). We are actively expanding our multi-modal dataset (44
participants in the latest dataset) and make it publicly available to
promote further research and practical applications. The dataset is
available at https://zju-bmi-lab.github.io/ZBra. Music-induced emotion; EEG; fNIRS"
Generative AI in Arabic Music: Composition and Innovation,"This paper explores the power of artificial intelligence in the
generation of Arabic music, a domain where traditional musical
complexity meets modern computational techniques. It focuses on pulling
Long Short-Term Memory (LSTM) networks and Convolutional Neural Networks
(CNNs) to model and generate music sequences that maintain the
distinctive qualities of traditional Arabic compositions. Utilizing a
unique dataset of MIDI files from iconic Arabic songs, the study aims to
demonstrate the capabilities of AI in understanding and reproducing the
complex patterns of Arabic music. This research not only contributes to
the academic field by filling the gap in studies concerning Arabic music
generation but also enhances practical applications by providing tools
that enable non-experts to produce music autonomously.","Arabic Music; Artificial Intelligence; Long Short Term Memory;
Convolutional Neural Networks",2025,"Generative AI in Arabic Music: Composition and Innovation This paper explores the power of artificial intelligence in the
generation of Arabic music, a domain where traditional musical
complexity meets modern computational techniques. It focuses on pulling
Long Short-Term Memory (LSTM) networks and Convolutional Neural Networks
(CNNs) to model and generate music sequences that maintain the
distinctive qualities of traditional Arabic compositions. Utilizing a
unique dataset of MIDI files from iconic Arabic songs, the study aims to
demonstrate the capabilities of AI in understanding and reproducing the
complex patterns of Arabic music. This research not only contributes to
the academic field by filling the gap in studies concerning Arabic music
generation but also enhances practical applications by providing tools
that enable non-experts to produce music autonomously. Arabic Music; Artificial Intelligence; Long Short Term Memory;
Convolutional Neural Networks"
"Pareidolia in the Machine: Unintended Figuration in AI-Generated Video
from Abstract Visual Music","This pictorial explores the interplay between algorithmic abstraction
and AI-driven figuration in generative visual art. Using an AI video
synthesis model, the authors transformed abstract visual music
frames-created with the Processing programming language-into dynamic
video sequences, aiming to preserve their non-representational
aesthetic. However, the AI often reinterpreted geometric and fluid forms
as representational entities, such as human figures, birds, and insects,
despite the absence of such subjects in the source material. This
phenomenon reveals two key dynamics: technical bias, in which AI,
trained on representational datasets, prioritizes figuration and mirrors
human pareidolia; and creative negotiation, where the artist's abstract
intent is continually reinterpreted, raising questions about authorship
and the boundaries of procedural art. This study prompts deeper inquiry
into whether natural language is inherently sufficient to evoke abstract
aesthetics-a fundamental question that merits further exploration.","Computational creativity; generative video; algorithmic abstraction;
visual music",2025,"Pareidolia in the Machine: Unintended Figuration in AI-Generated Video
from Abstract Visual Music This pictorial explores the interplay between algorithmic abstraction
and AI-driven figuration in generative visual art. Using an AI video
synthesis model, the authors transformed abstract visual music
frames-created with the Processing programming language-into dynamic
video sequences, aiming to preserve their non-representational
aesthetic. However, the AI often reinterpreted geometric and fluid forms
as representational entities, such as human figures, birds, and insects,
despite the absence of such subjects in the source material. This
phenomenon reveals two key dynamics: technical bias, in which AI,
trained on representational datasets, prioritizes figuration and mirrors
human pareidolia; and creative negotiation, where the artist's abstract
intent is continually reinterpreted, raising questions about authorship
and the boundaries of procedural art. This study prompts deeper inquiry
into whether natural language is inherently sufficient to evoke abstract
aesthetics-a fundamental question that merits further exploration. Computational creativity; generative video; algorithmic abstraction;
visual music"
"AI-generated and human-optimized personalized music interventions for
anxiety relief in oncology nursing care: A novel approach combining
technology and medicine","Music has been used for centuries to modulate human emotional states and
reduce psychological stress and therefore holds great potential within
the emerging field of psychosocial oncology care. In this paper we
explore whether a treatment efficacy profile can be ascribed to a hybrid
model of personalized music intervention combining AI-generated
compositions with manual refinement provided by trained experts in order
to reduce anxiety in cancer patients. The results indicate that, when
compared to standardised music interventions, when compared to a defined
standard music intervention control in this trial, the hybrid
intervention demonstrated statistically significant reductions across a
number of parameters including anxiety scores, physiological parameters,
and general patient satisfaction. The mechanism of action seems to be
mediated via a synergistic framework which engages both affective
properties and neural regulatory processes, allowing for a multilayered
and adaptive engagement with the treatment. This approach not only
demonstrates the potential value of music as a non-pharmacological
treatment, but also provides a scalable patient-centric intervention
that extends the current repertoire of supportive care in oncology.","AI-generated music; cancer-related anxiety; personalized intervention;
randomized controlled trial",2025,"AI-generated and human-optimized personalized music interventions for
anxiety relief in oncology nursing care: A novel approach combining
technology and medicine Music has been used for centuries to modulate human emotional states and
reduce psychological stress and therefore holds great potential within
the emerging field of psychosocial oncology care. In this paper we
explore whether a treatment efficacy profile can be ascribed to a hybrid
model of personalized music intervention combining AI-generated
compositions with manual refinement provided by trained experts in order
to reduce anxiety in cancer patients. The results indicate that, when
compared to standardised music interventions, when compared to a defined
standard music intervention control in this trial, the hybrid
intervention demonstrated statistically significant reductions across a
number of parameters including anxiety scores, physiological parameters,
and general patient satisfaction. The mechanism of action seems to be
mediated via a synergistic framework which engages both affective
properties and neural regulatory processes, allowing for a multilayered
and adaptive engagement with the treatment. This approach not only
demonstrates the potential value of music as a non-pharmacological
treatment, but also provides a scalable patient-centric intervention
that extends the current repertoire of supportive care in oncology. AI-generated music; cancer-related anxiety; personalized intervention;
randomized controlled trial"
"How Authorship Labels Shape Perceptions, Attribution Judgments, and
Willingness to Pay for AI-Human Co-Created Music","This study investigated how people interpret authorship in AI-human
co-created music, by examining four dimensions: perceived authorship
under different labels, attribution thresholds for assigning primary
authorship to humans, Preferences for transparency, and their
label-related willingness to pay. This quantitative research collected
data from a total of 159 participants. The results showed that
authorship labels significantly influenced both perceived human
contribution and willingness to pay: for example, ``Human-created with
AI-assisted arrangement{''} is rated as most human-led. Participants
required a clear majority (72\% on average) of human involvement to
credit humans as the primary creators, reflecting a conservative
standard. As to transparency, most participants preferred detailed,
task-specific disclosure. Willingness to pay was also higher for label
indicating greater human involvement. These findings offer practical
suggestions for labeling strategies that align with both industry
practices and audience expectations.","AI-human co-created music; authorship perception; labeling strategies;
transparency; willingness to pay; ethics in generative AI",2025,"How Authorship Labels Shape Perceptions, Attribution Judgments, and
Willingness to Pay for AI-Human Co-Created Music This study investigated how people interpret authorship in AI-human
co-created music, by examining four dimensions: perceived authorship
under different labels, attribution thresholds for assigning primary
authorship to humans, Preferences for transparency, and their
label-related willingness to pay. This quantitative research collected
data from a total of 159 participants. The results showed that
authorship labels significantly influenced both perceived human
contribution and willingness to pay: for example, ``Human-created with
AI-assisted arrangement{''} is rated as most human-led. Participants
required a clear majority (72\% on average) of human involvement to
credit humans as the primary creators, reflecting a conservative
standard. As to transparency, most participants preferred detailed,
task-specific disclosure. Willingness to pay was also higher for label
indicating greater human involvement. These findings offer practical
suggestions for labeling strategies that align with both industry
practices and audience expectations. AI-human co-created music; authorship perception; labeling strategies;
transparency; willingness to pay; ethics in generative AI"
"AI-Enhanced Emotional Design: Transferring Biosignal Data to Music by
Integrating Artificial Intelligence","This paper explores an innovative approach to emotional design, that
biological signal data is quantified and converted into music by
integrating Artificial Intelligence (AI). Based on introduction of the
theoretical foundations of emotion quantification and the techniques for
biological signal collection, the design and implementation of fuzzy
logic models is elaborated, capable of transforming physiological data
into musical elements. Then the music is produced by using musical
generative AI models. At the end, the application of the proposed route
is validated through real-world cases and user evaluations. The results
indicate that the design significantly alleviates stress, and improves
emotional states. Finally, the potential applications and future
research directions is discussed. This research provides a novel
technological pathway for the field of emotional design and offers an
innovative non-pharmacological intervention for mental health.","Emotional Design; Biological Signal Data; Artificial Intelligence; Music
Therapy; Emotion Quantification; Mental Health Intervention",2025,"AI-Enhanced Emotional Design: Transferring Biosignal Data to Music by
Integrating Artificial Intelligence This paper explores an innovative approach to emotional design, that
biological signal data is quantified and converted into music by
integrating Artificial Intelligence (AI). Based on introduction of the
theoretical foundations of emotion quantification and the techniques for
biological signal collection, the design and implementation of fuzzy
logic models is elaborated, capable of transforming physiological data
into musical elements. Then the music is produced by using musical
generative AI models. At the end, the application of the proposed route
is validated through real-world cases and user evaluations. The results
indicate that the design significantly alleviates stress, and improves
emotional states. Finally, the potential applications and future
research directions is discussed. This research provides a novel
technological pathway for the field of emotional design and offers an
innovative non-pharmacological intervention for mental health. Emotional Design; Biological Signal Data; Artificial Intelligence; Music
Therapy; Emotion Quantification; Mental Health Intervention"
"EmoSense: A multimodal sentiment-aware framework for music short video
AI-generated content detection","The rapid spread of AI-generated content (AIGC) music short videos on
social media has introduced new challenges for information authenticity
and public trust. Although existing studies have explored multimodal
detection techniques, they often fail to model the nuanced emotional and
semantic interplay between modalities-particularly the alignment between
musical affect and visual-textual content. Such limitations
significantly hinder detection accuracy in complex, sentiment-rich AIGC
scenarios. To address these challenges, we propose EmoSense, a
sentiment-aware framework tailored for music short video AIGC detection.
EmoSense comprises two key modules: a Sentiment Alignment Module that
models emotional-semantic coherence across text, audio, and visuals via
cross-modal embedding, and a Trace Analysis Module that detects
spatial-temporal inconsistencies characteristic of synthetic content.
Additionally, A deep fusion strategy further enhances cross-modal
complementarity, improving both robustness and generalization. To
support evaluation, we introduce MSV-AIGC, a real-world, human-annotated
multimodal dataset containing 2912 labeled samples (1562 authentic and
1350 AI-generated), covering aligned those modalities. Experimental
results show that EmoSense outperforms state-of-the-art baseline on this
dataset, achieving 2.27\% gains in accuracy and surpassing GPT-4V by
10.7\%, highlighting its robustness in detecting synthetic music short
videos.","Multimodal; AI-generated content detection; Sentiment analysis; Music
short video; Feature fusion",2026,"EmoSense: A multimodal sentiment-aware framework for music short video
AI-generated content detection The rapid spread of AI-generated content (AIGC) music short videos on
social media has introduced new challenges for information authenticity
and public trust. Although existing studies have explored multimodal
detection techniques, they often fail to model the nuanced emotional and
semantic interplay between modalities-particularly the alignment between
musical affect and visual-textual content. Such limitations
significantly hinder detection accuracy in complex, sentiment-rich AIGC
scenarios. To address these challenges, we propose EmoSense, a
sentiment-aware framework tailored for music short video AIGC detection.
EmoSense comprises two key modules: a Sentiment Alignment Module that
models emotional-semantic coherence across text, audio, and visuals via
cross-modal embedding, and a Trace Analysis Module that detects
spatial-temporal inconsistencies characteristic of synthetic content.
Additionally, A deep fusion strategy further enhances cross-modal
complementarity, improving both robustness and generalization. To
support evaluation, we introduce MSV-AIGC, a real-world, human-annotated
multimodal dataset containing 2912 labeled samples (1562 authentic and
1350 AI-generated), covering aligned those modalities. Experimental
results show that EmoSense outperforms state-of-the-art baseline on this
dataset, achieving 2.27\% gains in accuracy and surpassing GPT-4V by
10.7\%, highlighting its robustness in detecting synthetic music short
videos. Multimodal; AI-generated content detection; Sentiment analysis; Music
short video; Feature fusion"
"Music Emotion Recognition-Based Business-Oriented Visualization
Framework Using AI-driven Serverless Cloud Computing","This paper proposes a novel framework for a real-time music
visualization system designed for the hearing-impaired, utilizing AI and
serverless computing. The system converts audio signals into visual
representations that capture both the physical and emotional aspects of
music. A neural network-based Music Emotion Recognition (MER) model
extracts emotional cues, which are integrated into the visualizations.
The serverless computing ensures accessibility, while an account
management system and comment collection system enable customization and
regular retraining of the model for better accuracy. Results demonstrate
the framework's effectiveness, highlighting the scalability and
cost-efficiency of serverless computing. This work significantly
advances music accessibility for the hearing-impaired, enhancing sensory
experiences and promoting mental well-being. The MER model shows
superior performance, with a 46.8\% lower Root Mean Squared Error (RMSE)
compared to other works targeting the same 10-second audio fragment
length and a 13.5\% higher Pearson's correlation coefficient (PCC) for
30-second fragments.","Real-Time Music Visualization; Hearing Impaired; Music Emotion
Recognition; Neural Networks; Serverless Computing; Personalized Music
Experience",2025,"Music Emotion Recognition-Based Business-Oriented Visualization
Framework Using AI-driven Serverless Cloud Computing This paper proposes a novel framework for a real-time music
visualization system designed for the hearing-impaired, utilizing AI and
serverless computing. The system converts audio signals into visual
representations that capture both the physical and emotional aspects of
music. A neural network-based Music Emotion Recognition (MER) model
extracts emotional cues, which are integrated into the visualizations.
The serverless computing ensures accessibility, while an account
management system and comment collection system enable customization and
regular retraining of the model for better accuracy. Results demonstrate
the framework's effectiveness, highlighting the scalability and
cost-efficiency of serverless computing. This work significantly
advances music accessibility for the hearing-impaired, enhancing sensory
experiences and promoting mental well-being. The MER model shows
superior performance, with a 46.8\% lower Root Mean Squared Error (RMSE)
compared to other works targeting the same 10-second audio fragment
length and a 13.5\% higher Pearson's correlation coefficient (PCC) for
30-second fragments. Real-Time Music Visualization; Hearing Impaired; Music Emotion
Recognition; Neural Networks; Serverless Computing; Personalized Music
Experience"
"AI-curated soundscapes: spatial reconfiguration of intangible cultural
heritage music in urban China","The rapid urbanization of China has created unprecedented challenges for
preserving intangible cultural heritage, particularly traditional music
forms that have defined regional identities for centuries. This study
examines the innovative application of artificial intelligence
technologies in curating and spatially redistributing traditional
Chinese music within urban environments between 2018 and 2023. Through a
comprehensive analysis of 75 AI-curated soundscape projects across five
major Chinese cities (Beijing, Shanghai, Guangzhou, Chengdu, and
Shenzhen), this research reveals significant patterns in public
engagement, funding mechanisms, and spatial distribution of cultural
heritage preservation initiatives. Our findings demonstrate a remarkable
six-fold increase in AI-soundscape projects from 4 in 2018 to 24 in
2023, accompanied by a substantial rise in urban public engagement from
55 to 90\%. The study identifies four primary categories of intangible
cultural heritage music being preserved: Traditional Folk (35\%), Opera
(25\%), Instrumental (20\%), and Ethnic Chants (20\%). Funding analysis
reveals a predominant role of local governments (65\%) compared to
technology companies (22\%) and cultural NGOs (13\%). Statistical
analysis establishes a strong positive correlation (r = 0.95, p < 0.001)
between the number of AI soundscape projects and public opinion indices.
These findings contribute to understanding how emerging technologies can
facilitate cultural preservation while simultaneously transforming urban
acoustic environments and enhancing community engagement with
traditional heritage.","Artificial intelligence; Soundscape; Intangible cultural heritage; Urban
planning; Traditional music; Cultural preservation; China; Spatial
reconfiguration",2025,"AI-curated soundscapes: spatial reconfiguration of intangible cultural
heritage music in urban China The rapid urbanization of China has created unprecedented challenges for
preserving intangible cultural heritage, particularly traditional music
forms that have defined regional identities for centuries. This study
examines the innovative application of artificial intelligence
technologies in curating and spatially redistributing traditional
Chinese music within urban environments between 2018 and 2023. Through a
comprehensive analysis of 75 AI-curated soundscape projects across five
major Chinese cities (Beijing, Shanghai, Guangzhou, Chengdu, and
Shenzhen), this research reveals significant patterns in public
engagement, funding mechanisms, and spatial distribution of cultural
heritage preservation initiatives. Our findings demonstrate a remarkable
six-fold increase in AI-soundscape projects from 4 in 2018 to 24 in
2023, accompanied by a substantial rise in urban public engagement from
55 to 90\%. The study identifies four primary categories of intangible
cultural heritage music being preserved: Traditional Folk (35\%), Opera
(25\%), Instrumental (20\%), and Ethnic Chants (20\%). Funding analysis
reveals a predominant role of local governments (65\%) compared to
technology companies (22\%) and cultural NGOs (13\%). Statistical
analysis establishes a strong positive correlation (r = 0.95, p < 0.001)
between the number of AI soundscape projects and public opinion indices.
These findings contribute to understanding how emerging technologies can
facilitate cultural preservation while simultaneously transforming urban
acoustic environments and enhancing community engagement with
traditional heritage. Artificial intelligence; Soundscape; Intangible cultural heritage; Urban
planning; Traditional music; Cultural preservation; China; Spatial
reconfiguration"
"Sign Dance Maker: A Generative AI-Assisted Framework for Inclusive Music
Performance Support for Sign Language Interpreters","Inclusive musical performances have been crucial in bridging the gap
between hearing and Deaf communities, with sign language interpreters
playing a vital role. However, these interpreters face significant
challenges regarding musical expression and translation efficiency. We
introduce a generative AI-based Sign Dance Maker (SDM) tool to address
these issues. Informed by focus group interviews with four experienced
music sign language interpreters, we designed SDM to integrate a
fine-tuned dance generation model with a Large Language Model. This
system enables text-based 3D motion editing, specifically supporting
visual feedback and a streamlined translation process. A user study with
10 interpreters confirmed that SDM enhances creative expression while
reducing cognitive burden in both qualitative and quantitative measures.
Beyond performance applications, our findings suggest potential
extensions to sign language education and improving accessibility in
essential services, contributing to more inclusive cultural experiences
through AI-assisted sign dance creation.","Generative AI; human-computer interaction; inclusive music; creativity
support tools",2025,"Sign Dance Maker: A Generative AI-Assisted Framework for Inclusive Music
Performance Support for Sign Language Interpreters Inclusive musical performances have been crucial in bridging the gap
between hearing and Deaf communities, with sign language interpreters
playing a vital role. However, these interpreters face significant
challenges regarding musical expression and translation efficiency. We
introduce a generative AI-based Sign Dance Maker (SDM) tool to address
these issues. Informed by focus group interviews with four experienced
music sign language interpreters, we designed SDM to integrate a
fine-tuned dance generation model with a Large Language Model. This
system enables text-based 3D motion editing, specifically supporting
visual feedback and a streamlined translation process. A user study with
10 interpreters confirmed that SDM enhances creative expression while
reducing cognitive burden in both qualitative and quantitative measures.
Beyond performance applications, our findings suggest potential
extensions to sign language education and improving accessibility in
essential services, contributing to more inclusive cultural experiences
through AI-assisted sign dance creation. Generative AI; human-computer interaction; inclusive music; creativity
support tools"
